chainNum,iteration,alpha,beta,trialNum,accuracy,descriptionLength,intendedSequence,speakerUtterance,listenerResponse
32,31,16,1,11,false,3,chunk_C r_6 chunk_Pi,blah~~~move to the right by 6~~~bleep,chunk_C r_6 chunk_9
32,32,16,1,0,false,14,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 7~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,v r_6 v l_5 h r_4 h r_7 h l_1 v h r_1 h
32,32,16,1,1,true,13,h l_4 h l_1 v v r_12 h l_1 v v r_1 h,place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,h l_4 h l_1 v v r_12 h l_1 v v r_1 h
32,32,16,1,2,false,14,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 9~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,v r_6 v l_5 h v h r_9 h l_4 h l_1 v v
32,32,16,1,3,true,10,chunk_8 r_1 h r_12 h l_4 h l_1 v v,bleep~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,chunk_8 r_1 h r_12 h l_4 h l_1 v v
32,32,16,1,4,false,8,chunk_8 r_1 h r_6 chunk_9 h r_4 h,blab~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 6~~~bleep~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.,chunk_8 r_1 h l_4 chunk_9 h r_4 h
32,32,16,1,5,false,3,chunk_L r_9 chunk_Pi,blarp~~~move to the right by 9~~~bloop,chunk_8 r_9 chunk_C
32,32,16,1,6,false,3,chunk_Pi r_7 chunk_C,bloop~~~move to the right by 7~~~blarp,chunk_9 r_7 chunk_Pi
32,32,16,1,7,false,3,chunk_Pi r_9 chunk_L,bloop~~~move to the right by 9~~~bloop,chunk_Pi r_9 chunk_8
32,32,16,1,8,false,3,chunk_L r_12 chunk_C,blab~~~move to the right by 12~~~bloop,chunk_9 r_12 chunk_8
32,32,16,1,9,false,3,chunk_C r_12 chunk_L,blab~~~move to the right by 12~~~blarp,chunk_8 r_12 chunk_8
32,32,16,1,10,false,3,chunk_L r_9 chunk_Pi,blarp~~~move to the right by 9~~~bleep,chunk_8 r_9 chunk_8
32,32,16,1,11,false,3,chunk_C r_6 chunk_Pi,bloop~~~move to the right by 6~~~blah,chunk_8 r_6 chunk_8
32,33,16,1,0,false,14,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 7~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,v r_6 v l_5 h r_4 h r_7 h l_1 v v l_2 h
32,33,16,1,1,true,13,h l_4 h l_1 v v r_12 h l_1 v v r_1 h,place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,h l_4 h l_1 v v r_12 h l_1 v v r_1 h
32,33,16,1,2,true,14,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 9~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v
32,33,16,1,3,true,10,chunk_8 r_1 h r_12 h l_4 h l_1 v v,blah~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,chunk_8 r_1 h r_12 h l_4 h l_1 v v
32,33,16,1,4,false,8,chunk_8 r_1 h r_6 chunk_9 h r_4 h,blarp~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 6~~~blarp~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.,chunk_9 r_1 h r_6 chunk_9 h r_4 h
32,33,16,1,5,false,3,chunk_L r_9 chunk_Pi,blab~~~move to the right by 9~~~bleep,chunk_C r_9 chunk_8
32,33,16,1,6,false,3,chunk_Pi r_7 chunk_C,blab~~~move to the right by 7~~~blarp,chunk_8 r_7 chunk_L
32,33,16,1,7,false,3,chunk_Pi r_9 chunk_L,blah~~~move to the right by 9~~~blab,chunk_L r_9 chunk_L
32,33,16,1,8,false,3,chunk_L r_12 chunk_C,blab~~~move to the right by 12~~~bloop,chunk_C r_12 chunk_8
32,33,16,1,9,false,3,chunk_C r_12 chunk_L,blarp~~~move to the right by 12~~~bleep,chunk_L r_12 chunk_L
32,33,16,1,10,false,3,chunk_L r_9 chunk_Pi,blarp~~~move to the right by 9~~~blab,chunk_L r_9 chunk_9
32,33,16,1,11,false,3,chunk_C r_6 chunk_Pi,bloop~~~move to the right by 6~~~bleep,chunk_8 r_6 chunk_9
32,34,16,1,0,true,14,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 7~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h
32,34,16,1,1,false,13,h l_4 h l_1 v v r_12 h l_1 v v r_1 h,place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,h l_4 l_2 l_1 v v r_12 h l_1 v v r_1 h
32,34,16,1,2,true,14,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 9~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v
32,34,16,1,3,false,10,chunk_8 r_1 h r_12 h l_4 h l_1 v v,blab~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,chunk_8 r_1 h r_12 l_7 l_4 h l_1 v v
32,34,16,1,4,true,8,chunk_8 r_1 h r_6 chunk_9 h r_4 h,blah~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 6~~~blarp~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.,chunk_8 r_1 h r_6 chunk_9 h r_4 h
32,34,16,1,5,false,3,chunk_L r_9 chunk_Pi,blah~~~move to the right by 9~~~bleep,chunk_L r_9 chunk_8
32,34,16,1,6,false,3,chunk_Pi r_7 chunk_C,blarp~~~move to the right by 7~~~bloop,chunk_8 r_7 chunk_Pi
32,34,16,1,7,false,3,chunk_Pi r_9 chunk_L,blarp~~~move to the right by 9~~~blab,chunk_Pi r_9 chunk_9
32,34,16,1,8,false,3,chunk_L r_12 chunk_C,bleep~~~move to the right by 12~~~blab,chunk_C r_12 chunk_Pi
32,34,16,1,9,false,3,chunk_C r_12 chunk_L,blab~~~move to the right by 12~~~blarp,chunk_Pi r_12 chunk_Pi
32,34,16,1,10,false,3,chunk_L r_9 chunk_Pi,blarp~~~move to the right by 9~~~bloop,chunk_C r_9 chunk_9
32,34,16,1,11,true,3,chunk_C r_6 chunk_Pi,blarp~~~move to the right by 6~~~blarp,chunk_C r_6 chunk_Pi
32,35,16,1,0,false,14,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 7~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,v r_6 v l_5 h r_4 h r_7 r_11 l_1 v v r_1 h
32,35,16,1,1,true,13,h l_4 h l_1 v v r_12 h l_1 v v r_1 h,place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,h l_4 h l_1 v v r_12 h l_1 v v r_1 h
32,35,16,1,2,false,14,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 9~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,v r_6 v l_5 h r_4 r_12 r_9 h l_4 r_10 l_1 v v
32,35,16,1,3,true,10,chunk_8 r_1 h r_12 h l_4 h l_1 v v,blah~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,chunk_8 r_1 h r_12 h l_4 h l_1 v v
32,35,16,1,4,false,8,chunk_8 r_1 h r_6 chunk_9 h r_4 h,bleep~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 6~~~blab~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.,chunk_8 r_1 h r_6 chunk_8 h r_4 h
32,35,16,1,5,false,3,chunk_L r_9 chunk_Pi,blah~~~move to the right by 9~~~blah,chunk_8 r_9 chunk_L
32,35,16,1,6,false,3,chunk_Pi r_7 chunk_C,bloop~~~move to the right by 7~~~blarp,chunk_Pi r_7 chunk_L
32,35,16,1,7,false,3,chunk_Pi r_9 chunk_L,bloop~~~move to the right by 9~~~blah,chunk_9 r_9 chunk_Pi
32,35,16,1,8,false,3,chunk_L r_12 chunk_C,blah~~~move to the right by 12~~~bloop,chunk_8 r_12 chunk_L
32,35,16,1,9,false,3,chunk_C r_12 chunk_L,bleep~~~move to the right by 12~~~blarp,chunk_Pi r_12 chunk_9
32,35,16,1,10,false,3,chunk_L r_9 chunk_Pi,blah~~~move to the right by 9~~~blarp,chunk_Pi r_9 chunk_L
32,35,16,1,11,false,3,chunk_C r_6 chunk_Pi,bleep~~~move to the right by 6~~~bleep,chunk_8 r_6 chunk_L
32,36,16,1,0,true,14,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 7~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h
32,36,16,1,1,true,13,h l_4 h l_1 v v r_12 h l_1 v v r_1 h,place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,h l_4 h l_1 v v r_12 h l_1 v v r_1 h
32,36,16,1,2,false,14,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 9~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,v r_6 v l_5 h r_4 h r_5 h l_4 h l_1 v v
32,36,16,1,3,true,10,chunk_8 r_1 h r_12 h l_4 h l_1 v v,blarp~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,chunk_8 r_1 h r_12 h l_4 h l_1 v v
32,36,16,1,4,false,8,chunk_8 r_1 h r_6 chunk_9 h r_4 h,blarp~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 6~~~bloop~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.,chunk_8 r_1 h r_6 chunk_8 h r_4 h
32,36,16,1,5,false,3,chunk_L r_9 chunk_Pi,blarp~~~move to the right by 9~~~blarp,chunk_8 r_9 chunk_8
32,36,16,1,6,false,3,chunk_Pi r_7 chunk_C,blarp~~~move to the right by 7~~~blab,chunk_8 r_7 chunk_L
32,36,16,1,7,false,3,chunk_Pi r_9 chunk_L,blab~~~move to the right by 9~~~blah,chunk_C r_9 chunk_8
32,36,16,1,8,false,3,chunk_L r_12 chunk_C,bloop~~~move to the right by 12~~~blah,chunk_9 r_12 chunk_8
32,36,16,1,9,false,3,chunk_C r_12 chunk_L,bleep~~~move to the right by 12~~~blarp,chunk_9 r_12 chunk_9
32,36,16,1,10,false,3,chunk_L r_9 chunk_Pi,bloop~~~move to the right by 9~~~blah,chunk_L r_9 chunk_8
32,36,16,1,11,false,3,chunk_C r_6 chunk_Pi,bloop~~~move to the right by 6~~~bloop,chunk_L r_6 chunk_9
32,37,16,1,0,true,14,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 7~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h
32,37,16,1,1,true,13,h l_4 h l_1 v v r_12 h l_1 v v r_1 h,place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,h l_4 h l_1 v v r_12 h l_1 v v r_1 h
32,37,16,1,2,true,14,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 9~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v
32,37,16,1,3,true,10,chunk_8 r_1 h r_12 h l_4 h l_1 v v,blah~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,chunk_8 r_1 h r_12 h l_4 h l_1 v v
32,37,16,1,4,false,8,chunk_8 r_1 h r_6 chunk_9 h r_4 h,blab~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 6~~~bloop~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.,chunk_9 r_1 h r_6 chunk_9 h r_4 h
32,37,16,1,5,false,3,chunk_L r_9 chunk_Pi,blab~~~move to the right by 9~~~blarp,chunk_8 r_9 chunk_Pi
32,37,16,1,6,false,3,chunk_Pi r_7 chunk_C,blarp~~~move to the right by 7~~~blah,chunk_C r_7 chunk_L
32,37,16,1,7,false,3,chunk_Pi r_9 chunk_L,blah~~~move to the right by 9~~~bloop,chunk_C r_9 chunk_L
32,37,16,1,8,false,3,chunk_L r_12 chunk_C,bleep~~~move to the right by 12~~~bloop,chunk_Pi r_12 chunk_C
32,37,16,1,9,false,3,chunk_C r_12 chunk_L,bloop~~~move to the right by 12~~~blah,chunk_9 r_12 chunk_Pi
32,37,16,1,10,false,3,chunk_L r_9 chunk_Pi,blarp~~~move to the right by 9~~~blab,chunk_9 r_9 chunk_8
32,37,16,1,11,false,3,chunk_C r_6 chunk_Pi,blarp~~~move to the right by 6~~~blarp,chunk_9 r_6 chunk_8
32,38,16,1,0,true,14,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 7~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h
32,38,16,1,1,true,13,h l_4 h l_1 v v r_12 h l_1 v v r_1 h,place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,h l_4 h l_1 v v r_12 h l_1 v v r_1 h
32,38,16,1,2,true,14,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 9~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v
32,38,16,1,3,true,10,chunk_8 r_1 h r_12 h l_4 h l_1 v v,blarp~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,chunk_8 r_1 h r_12 h l_4 h l_1 v v
32,38,16,1,4,false,8,chunk_8 r_1 h r_6 chunk_9 h r_4 h,blarp~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 6~~~blarp~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.,chunk_9 r_1 h r_6 chunk_8 h r_4 h
32,38,16,1,5,false,3,chunk_L r_9 chunk_Pi,blab~~~move to the right by 9~~~bleep,chunk_Pi r_9 chunk_L
32,38,16,1,6,false,3,chunk_Pi r_7 chunk_C,blah~~~move to the right by 7~~~bloop,chunk_9 r_7 chunk_Pi
32,38,16,1,7,false,3,chunk_Pi r_9 chunk_L,blab~~~move to the right by 9~~~blarp,chunk_C r_9 chunk_9
32,38,16,1,8,false,3,chunk_L r_12 chunk_C,blab~~~move to the right by 12~~~blab,chunk_Pi r_12 chunk_C
32,38,16,1,9,false,3,chunk_C r_12 chunk_L,blah~~~move to the right by 12~~~bleep,chunk_9 r_12 chunk_C
32,38,16,1,10,false,3,chunk_L r_9 chunk_Pi,blah~~~move to the right by 9~~~bloop,chunk_C r_9 chunk_C
32,38,16,1,11,false,3,chunk_C r_6 chunk_Pi,bloop~~~move to the right by 6~~~bleep,chunk_C r_6 chunk_C
32,39,16,1,0,true,14,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 7~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h
